2007-08-26 00:54:39.995204508
2007-08-26 00:54:39.995244741
2007-08-26 00:54:39.995526373
2007-08-26 00:54:39.996532202
2007-08-26 00:56:39.993185699
2007-08-26 00:56:39.993225932
2007-08-26 00:56:39.993547797
2007-08-26 00:56:39.994513392
2007-08-26 00:58:39.994425774
2007-08-26 00:58:39.994466007
2007-08-26 00:58:39.994747639
2007-08-26 00:58:39.995753467
2007-08-26 01:00:39.992447197
2007-08-26 01:00:39.992527664
2007-08-26 01:00:39.992809296
2007-08-26 01:00:39.993815124
2007-08-26 01:02:39.993767738
2007-08-26 01:02:39.993807971
2007-08-26 01:02:39.994089603
2007-08-26 01:02:39.995095432
2007-08-26 01:04:39.995088279
2007-08-26 01:04:39.995128512
2007-08-26 01:04:39.995450377
2007-08-26 01:04:39.996415973
2007-08-26 01:06:39.993230402
2007-08-26 01:06:39.993270636
2007-08-26 01:06:39.993552268
2007-08-26 01:06:39.994558096
2007-08-26 01:08:39.994591177
2007-08-26 01:08:39.994671643
2007-08-26 01:08:39.994953275
2007-08-26 01:08:39.995918870
2007-08-26 01:10:39.992773533
2007-08-26 01:10:39.992853999
2007-08-26 01:10:39.993135631
2007-08-26 01:10:39.994141459
2007-08-26 01:12:39.995824099
2007-08-26 01:12:39.995904565
2007-08-26 01:12:39.996186197
2007-08-26 01:12:39.997151792
2007-08-26 01:14:39.995656013
2007-08-26 01:14:39.995736480
2007-08-26 01:14:39.996018112
2007-08-26 01:14:39.997023940
2007-08-26 01:16:39.993918836
2007-08-26 01:16:39.993999302
2007-08-26 01:16:39.994280934
2007-08-26 01:16:39.995286763
2007-08-26 01:18:39.995440543
2007-08-26 01:18:39.995480776
2007-08-26 01:18:39.995802641
2007-08-26 01:18:39.996768236
2007-08-26 01:20:39.993743598
2007-08-26 01:20:39.993824065
2007-08-26 01:20:39.994105697
2007-08-26 01:20:39.995071292
2007-08-26 01:22:39.993655980
2007-08-26 01:22:39.993736446
2007-08-26 01:22:39.994018078
2007-08-26 01:22:39.995023906
2007-08-26 01:23:49.994443059
2007-08-26 01:23:49.994644225
2007-08-26 01:23:49.994925857
2007-08-26 01:23:49.995971918
2008-01-27 14:39:59.993835390
2008-01-27 14:39:59.993915856
2008-01-27 14:39:59.994277954
2008-01-27 14:39:59.994398654
2008-01-27 14:39:59.994599819
2008-01-27 14:39:59.994841218
2008-01-27 14:39:59.995324016
2008-01-27 14:39:59.995404482
2008-01-27 14:41:59.994391501
2008-01-27 14:41:59.994793832
2008-01-27 14:41:59.994914532
2008-01-27 14:41:59.994994998
2008-01-27 14:41:59.995075464
2008-01-27 14:41:59.995316863
2008-01-27 14:41:59.995799661
2008-01-27 14:41:59.995920360
2008-01-27 14:43:59.994907379
2008-01-27 14:43:59.995269477
2008-01-27 14:43:59.995390177
2008-01-27 14:43:59.995591342
2008-01-27 14:43:59.995792508
2008-01-27 14:43:59.995993674
2008-01-27 14:43:59.996315539
